miss_distance_km,relative_velocity_km_s,time_to_tca_hours,object_a_altitude_km,object_b_altitude_km,altitude_difference_km,risk
38.72040682294257,0.940325967036927,40.452707183022596,1709.6759400453027,1517.36995011987,192.30598992543264,0
22.00003414362741,6.879348002632344,21.43223172797662,1309.9631778170192,907.0965130242515,402.86666479276766,0
42.94403620357799,1.9441605571588059,45.74327800326936,716.253070229317,1748.1753547691253,1031.9222845398083,0
34.89866465006226,2.2933773852620596,31.24163236055419,1567.6475011225095,709.6611724472995,857.9863286752101,0
4.799449659593711,9.487919367322851,5.57198654667078,443.61752265102234,1215.268933147262,771.6514104962397,1
48.78355534667412,5.899981599637797,42.48561250500416,1616.5103185629312,613.0366691536102,1003.473649409321,0
38.080871129318616,13.828568227823377,23.489836507969986,1302.974877813123,1142.0110478559313,160.9638299571916,0
39.32460883331999,4.79415585417497,6.807254073019711,488.2755412738827,559.1930652632566,70.91752398937388,0
6.492870270509739,10.895440124474678,7.33759952304978,435.1594572570294,574.6836614315873,139.52420417455795,1
22.574258300988802,6.921880458022065,33.004753545922746,1576.4217668419863,1340.7797409714267,235.64202587055956,0
18.602821409205806,9.90267000392789,2.2834065979482148,797.9910410565232,748.4362716988035,49.55476935771969,1
46.34557294354523,8.999433397172696,13.7636347782139,1811.813146304263,593.0242851592204,1218.7888611450426,0
32.22886949202516,7.097031751657383,6.718406466648971,1595.5241357512994,1880.6060252296243,285.0818894783249,0
41.155804502214416,14.251415808420312,21.177305847333475,1486.9234160201174,373.1055262580868,1113.8178897620305,0
22.226368521483824,5.147277504896788,19.8948375180094,773.6302894768667,1260.751791583008,487.1215021061414,0
11.439212217060366,2.6667601637265954,25.0548501007182,1505.2056823367504,1232.048531116551,273.15715122019947,0
27.773780872090157,10.174629972588626,13.429747433630427,1911.8510636752178,726.0350864852016,1185.8159771900162,0
3.284481079598349,12.691653344005552,1.5477718542587238,455.65171842996716,1069.7119666917902,614.0602482618231,1
41.39879548242985,0.6134035616994572,29.494389252623566,854.4764914060622,449.15423124048027,405.32226016558195,0
31.620053516191035,6.749993999455982,17.944726958324043,698.9428512847101,1526.1592480706056,827.2163967858955,0
37.92857823026016,13.388390468413021,31.26756658953483,968.5252284811334,676.8851522405994,291.640076240534,0
17.790845809680434,11.246783097653784,5.224927928896843,1561.965513251709,628.755111705145,933.2104015465638,0
48.537831417305675,14.877197670299447,0.6711752805614755,1106.212388423157,835.2934130717551,270.91897535140197,0
44.666743953977665,7.975893035842684,11.925640956015199,1270.2420304044185,1834.0288644473414,563.7868340429229,0
38.941336503980715,9.903335824829258,21.91970603048457,834.063309733182,1653.9933020820224,819.9299923488404,0
9.812471521813181,4.544179414257543,18.921514040344746,540.191754048071,1909.716894927388,1369.525140879317,0
23.389378085979008,14.213558638993225,38.89641962757365,753.7872031941386,1408.3359882562452,654.5487850621066,0
2.285807912782716,5.501368973462479,18.142428544813622,1761.4565121113778,1426.966568754549,334.4899433568289,1
7.799045654170636,11.080275583172563,25.465872209151758,1324.1088356607977,1116.052699024569,208.05613663622876,1
34.18414276679849,6.053071659745037,28.49281328130081,942.5807444352973,1838.8167497238583,896.2360052885609,0
37.26363157980008,8.431665761644359,1.057688485082499,1642.8401689504988,1168.4911537595594,474.3490151909393,0
48.37873564846708,10.799540199972977,24.731250754848613,409.5776351733449,903.6021203515419,494.024485178197,0
16.358685371093785,7.6389229347528005,16.55845213855023,731.6148494680556,1388.6375168600307,657.0226673919751,0
18.585939331139958,13.607224040373533,20.227233327519393,691.1753618974767,1228.4371387816377,537.261776884161,0
23.530834982662817,6.295321809037875,4.82279225378706,1975.1197556859777,510.8336860268223,1464.2860696591554,0
9.554620818305855,9.709606254168444,37.577558945478486,1500.3675900676924,967.6332036511302,532.7343864165622,1
6.583083116240035,5.142012875167811,45.235979996301,1350.236091860542,832.6531988606159,517.5828929999261,1
23.837675818674093,6.128268456782886,1.0786807020145044,308.4744410006039,1739.617417518924,1431.14297651832,0
11.422776517639116,6.60635112242095,28.869878887316588,613.3270035527576,944.0323468542849,330.70534330152736,0
33.52371833465727,1.8958472045011558,36.666876789168306,1380.420198054233,1696.6438954861176,316.2236974318846,0
21.913880751729305,1.3849379490945104,13.677916179308193,945.5228550188317,1052.0623096316076,106.5394546127759,0
41.650641983286086,10.015673947969901,37.804792517585774,1871.2766522544034,1580.950957857537,290.3256943968663,0
35.04322858991223,9.836210897762353,30.356718886274802,1600.0311725409886,529.9792784690228,1070.0518940719658,0
15.687095404963848,9.947016616009329,44.60051472268865,1060.552923767004,1871.905373419386,811.3524496523821,0
41.62976408962054,0.30629901568694823,47.08842089686756,1574.1754618150599,1116.951814358161,457.2236474568988,0
40.25774143909042,4.904937171649981,2.0421900107978432,1958.1873505045767,741.6570175647208,1216.5303329398557,0
19.435171113605705,2.9751696104153615,21.362563151686032,1083.6674019925,710.5323308201716,373.13507117232825,0
14.48757238611918,11.674489823934746,26.259943925878694,1392.2940094105068,750.6313905774523,641.6626188330545,0
34.15652564835128,12.91084971692799,7.052207761635243,1861.7298456042017,923.431093960545,938.2987516436567,0
7.073648932104559,3.707738854619948,16.148357002209092,722.7469254614946,1519.7832055485485,797.0362800870539,0
10.075419303507905,10.021058891131315,47.4072010178326,1807.148453232673,1914.325172931349,107.17671969867592,0
0.46737726057517504,1.949148423839534,0.7888995998752046,465.8260015140705,1437.3636312101746,971.5376296961041,1
39.36752643735671,4.134536358769682,21.725855633855193,1402.361889998999,1230.1826606049713,172.17922939402774,0
33.2760577439424,2.0884308985389586,40.448995296256236,1630.8248635948335,1062.616273629129,568.2085899657045,0
35.28775239345412,4.259976291322445,15.554021597898652,1344.8305727291242,1707.930593963948,363.10002123482377,0
39.0583786479962,10.124300844765676,23.035530147219813,1142.4091670593232,1744.417244158319,602.0080770989957,0
22.999897199363165,13.655800383676935,46.94641534036516,1349.4900698736662,798.1640465357916,551.3260233378746,0
28.4801856780494,3.0458108947835476,22.799339382469032,557.8283049250558,1920.8144227108312,1362.9861177857754,0
7.075870206570106,8.13576473391128,6.29291376991049,666.4702075613711,971.6961174508496,305.22590988947843,1
5.815050669445074,10.52385260763905,2.492114385070107,758.8288847257813,1660.1327176255973,901.3038328998159,1
33.453307793344536,14.294307802598631,45.38054131139313,1316.2248790710648,1943.5937927397968,627.3689136687319,0
23.607700686542312,9.154806638478735,12.766193743070403,1051.23182536662,1496.2187714545391,444.98694608791925,0
28.305281713411322,3.8340528961004363,24.2000268760328,715.6089322259272,574.6362349670294,140.97269725889782,0
38.273442985059674,9.385917572139904,4.362777754657594,1800.7758646457862,1296.4328237956825,504.34304085010376,0
31.77244416802948,4.8141625135534625,20.341209235223538,935.6671284984798,501.9211092624833,433.74601923599647,0
27.723612092833992,14.6421645764687,44.645763868813454,1058.253922690815,1641.5414677771746,583.2875450863596,0
